product_query,video_id,video_title,video_url,channel_name,published_at,view_count,comment_count,video_like_count,comment_id,author_name,comment_text,cleaned_comment_text,comment_like_count,detected_language,is_empty,is_deleted,is_short_comment,is_spam,updated_at,comment_length
Steam Deck,NdvMEz6RXTI,The Steam Deck Has a BIG Problem,https://www.youtube.com/watch?v=NdvMEz6RXTI,Austin Evans,2026-03-15T15:01:35Z,201030,1105,6074.0,UgxhVlL0wSkBJxC-nC54AaABAg,@albertio411,i got a 250 gb lcd and added 2tb memory its great because i have a ton of 7th and 8th generation games that run no problem i love my steam deck i even got a huge tv for it,i got a 250 gb lcd and added 2tb memory its great because i have a ton of 7th and 8th generation games that run no problem i love my steam deck i even got a huge tv for it,0,english,False,False,,False,2026-04-30T12:28:35Z,171
Steam Deck,wyIg9kD2lIA,The Steam Deck OLED Is Finally Too Expensive,https://www.youtube.com/watch?v=wyIg9kD2lIA,Tech Fowler,2026-06-03T00:36:07Z,7902,66,171.0,Ugzs0OEFKju_fCXX9fl4AaABAg,@jontechie,"My thoughts also, they should just discontinue the production of the steam deck and focus on steam machine","my thoughts also, they should just discontinue the production of the steam deck and focus on steam machine",0,english,False,False,,False,2026-06-04T05:31:36Z,106
Steam Deck,MXdiREBHiWs,The Steam Deck is made for EVERYONE! 👊,https://www.youtube.com/watch?v=MXdiREBHiWs,RobinB360,2024-12-06T17:00:21Z,2585601,175,18709.0,UgzOvS7ht_QKdhiPweN4AaABAg,@AhmedAmine-o3d,❤❤p,❤❤p,0,english,False,False,,False,2026-05-26T04:28:01Z,3
Nintendo Switch,AGqtGUVO3o4,Nintendo switch 2 #nintendo,https://www.youtube.com/watch?v=AGqtGUVO3o4,R&Kgaming,2025-04-15T05:08:50Z,953559,129,4669.0,UgyZ2v6RPsvUPSmJ2T94AaABAg,@reinaldojimenez3310,Nintendo switch 1,nintendo switch 1,3,english,False,False,,False,2025-08-17T22:28:17Z,17
Nintendo Switch,nfuKcjwh4gQ,Nintendo Switch 1 vs OLED vs Nintendo Switch 2 ALL SIZES,https://www.youtube.com/watch?v=nfuKcjwh4gQ,Paper Tay,2025-06-10T06:37:34Z,2214665,204,11012.0,UgxlOJNfDJMKMs-ee0p4AaABAg,@Siamese-l6v,"i wish i have a Nintendo Switch 2.... its 2,000 MYR.... i only have Nintendo Switch lite...","i wish i have a nintendo switch 2. its 2,000 myr. i only have nintendo switch lite.",0,english,False,False,,False,2026-01-03T06:17:29Z,83
Iphone 17,zeXnjyVHnXw,iPhone 17: A Practical Review After 100 Days!,https://www.youtube.com/watch?v=zeXnjyVHnXw,Beebom,2025-12-31T11:42:51Z,342246,322,7461.0,UgztBbUxSdC2Mu9XLL94AaABAg,@kriscrucifier8118,I slept halfway through the video,i slept halfway through the video,4,english,False,False,,False,2026-01-02T13:51:03Z,33
Nintendo Switch,9flte56erE8,Nintendo Switch 2 – Overview Trailer,https://www.youtube.com/watch?v=9flte56erE8,Nintendo of America,2025-04-02T14:06:26Z,5938693,18030,145573.0,UgzZdQLkL738JiQhTxt4AaABAg,@Soggybomb145,I still don't have this garbage console and I am proud,i still don't have this garbage console and i am proud,1,english,False,False,,False,2026-05-11T10:22:11Z,54
Iphone 17,KoOWbSeL-Z8,😎 இதான் 2025 'ல் சிறந்த iPhone..🔥 iPhone 17 Review ⭐️Tech Superstar⭐️,https://www.youtube.com/watch?v=KoOWbSeL-Z8,Tech SuperStar,2025-10-19T04:30:18Z,438363,390,13293.0,Ugy2GiTDQ_Ssg4YgDBh4AaABAg,@allauddeenm158,இவனக்கு ஒரு சீட்டை எடுத்துக் கொடுப்பா இன்னும் இவன் திருந்தல,இவனக்கு ஒரு சீட்டை எடுத்துக் கொடுப்பா இன்னும் இவன் திருந்தல,0,tamil,False,False,,False,2025-12-22T17:58:54Z,59
Steam Deck,oCHC2SK0s9A,Steam Deck in 2025 (Still Worth Getting?),https://www.youtube.com/watch?v=oCHC2SK0s9A,Garrett Crespo,2025-09-08T15:30:23Z,315626,752,6450.0,UgyLRRncgq2M6R8kG3t4AaABAg,@Gentlegiantz,Steam decks are well made for there target market,steam decks are well made for there target market,0,english,False,False,,False,2025-12-08T21:29:59Z,49
Nintendo Switch,srhVO3QmKEw,Switch or Switch 2?,https://www.youtube.com/watch?v=srhVO3QmKEw,More1980sGamer,2025-06-08T18:51:45Z,6222393,2634,69005.0,UgxuFfICP88WOQf19mV4AaABAg,@ipek3112,It's the og,it's the og,0,english,False,False,,False,2026-06-02T07:51:08Z,11
Steam Deck,wFkqqaBz7SE,That's It...I can't recommend the Steam Deck anymore.,https://www.youtube.com/watch?v=wFkqqaBz7SE,The Comic Book Gamer,2026-05-29T01:11:53Z,8066,148,230.0,Ugx8cod-Tg3TKydb75R4AaABAg,@paulwilliams2024,Even before the price hike I couldn’t recommend the steam deck after 2024 .,even before the price hike i couldn’t recommend the steam deck after 2024 .,0,english,False,False,,False,2026-05-30T03:40:37Z,75
Iphone 17,nRorTtWOnl4,iPhone 17 😭- 2 month Gaming Review | Battery Health ? | iPhone 17 Bgmi Test | iPhone 17 Review ,https://www.youtube.com/watch?v=nRorTtWOnl4,RavanxBoi Gaming,2026-06-02T19:41:12Z,4174,64,,UgwHLjFKOmZQcvw8EvB4AaABAg,@mohitttt730,Bhai mein iphone 17 lene ke soch rha hu kya lena chaiye 🤔🤔,bhai mein iphone 17 lene ke soch rha hu kya lena chaiye 🤔🤔,2,hinglish,False,False,,False,2026-06-03T18:27:06Z,58
Steam Deck,QoGV9pqqYrk,Nintendo Switch 2 vs. Steam Deck!,https://www.youtube.com/watch?v=QoGV9pqqYrk,EmSwizzle,2025-08-21T19:00:22Z,9331948,2259,154254.0,UgwRVfBIOcXPMt3abrZ4AaABAg,@Ryan-u1o6e,I want the steam deck so bad man. I wanna play on the go instead of only on my bad laptop,i want the steam deck so bad man. i wanna play on the go instead of only on my bad laptop,0,english,False,False,,False,2026-05-31T11:44:57Z,89
Nintendo Switch,NxRdYFYyeOo,💞 Nintendo switch unboxing ✨🎀,https://www.youtube.com/watch?v=NxRdYFYyeOo,ROSE F W ,2024-12-31T02:24:35Z,22019105,899,211333.0,UgzhIROpb5TDKuZQskx4AaABAg,@Numchannel-TV,i got a nintendo switch since 2022.,i got a nintendo switch since 2022.,0,english,False,False,,False,2026-02-28T15:59:49Z,35
Steam Deck,aQasDa8AGLA,Is Steam Deck Worth Buying in 2025?,https://www.youtube.com/watch?v=aQasDa8AGLA,ShoAndTech,2025-02-03T17:18:42Z,1684331,751,29366.0,UgxIM5dSgYBnU4GpQRV4AaABAg,@Dragon_Amazing,0% understanding the vid 100% being scared bc of his voice,0% understanding the vid 100% being scared bc of his voice,1,english,False,False,,False,2026-03-05T11:08:54Z,58
Steam Deck,wyIg9kD2lIA,The Steam Deck OLED Is Finally Too Expensive,https://www.youtube.com/watch?v=wyIg9kD2lIA,Tech Fowler,2026-06-03T00:36:07Z,7902,66,171.0,UgzO2n3_yXrh8-ZGT_14AaABAg,@FloopyNupers,Glad I got my oled when it was 600,glad i got my oled when it was 600,4,english,False,False,,False,2026-06-03T02:47:28Z,34
Steam Deck,wFkqqaBz7SE,That's It...I can't recommend the Steam Deck anymore.,https://www.youtube.com/watch?v=wFkqqaBz7SE,The Comic Book Gamer,2026-05-29T01:11:53Z,8066,148,230.0,UgwcPoZm_0Qx68m4Vs14AaABAg,@eddyhardz5404,What are the games called at 1:12 and 8:38?,what are the games called at 1:12 and 8:38?,0,english,False,False,,False,2026-05-29T15:37:24Z,43
Steam Deck,oCHC2SK0s9A,Steam Deck in 2025 (Still Worth Getting?),https://www.youtube.com/watch?v=oCHC2SK0s9A,Garrett Crespo,2025-09-08T15:30:23Z,315626,752,6450.0,UgxtaJPRetnfcXTZ_M94AaABAg,@MGsubbie,I just ordered one on sale. Going to use it to replay my favorite PS3 era games and non-demanding JRPG's.,i just ordered one on sale. going to use it to replay my favorite ps3 era games and non-demanding jrpg's.,0,english,False,False,,False,2025-11-30T08:13:58Z,105
Nintendo Switch,Kj-AZA4khVo,Nintendo Switch 2: A Pricey Disappointment?,https://www.youtube.com/watch?v=Kj-AZA4khVo,Venom's Tech,2025-07-03T14:00:00Z,595991,1258,24002.0,UgxtZsld8lB55SF7ivx4AaABAg,@Lamerboy2345,it would be an s teir console ONLY if its price in india is less than 45k,it would be an s teir console only if its price in india is less than 45k,0,english,False,False,,False,2026-05-25T18:00:43Z,73
Nintendo Switch,wM2ZvZwaIac,Nintendo Switch Airport Security!,https://www.youtube.com/watch?v=wM2ZvZwaIac,EmSwizzle,2025-03-12T19:00:46Z,17805721,695,289800.0,UgzJUN89QnvJPD5RuoJ4AaABAg,@henrywolbeck793,You forgot to save,you forgot to save,0,english,False,False,,False,2025-12-30T18:22:54Z,18
Iphone 17,ZUydETmYCgw,iPhone 17 - 3 Months Later (Long Term Review),https://www.youtube.com/watch?v=ZUydETmYCgw,Created Tech,2025-12-17T12:36:55Z,278079,335,4549.0,UgzQTL1azXHzFps4gBR4AaABAg,@str3672,"I have been using Samsung 51 for 5 years now. 
Really excited to switch to iphone 17.",i have been using samsung 51 for 5 years now. really excited to switch to iphone 17.,0,english,False,False,,False,2026-02-28T05:18:23Z,84
Iphone 17,5SyVSFJYBRo,"iPhone 17 Unboxing in ಕನ್ನಡ⚡Bionic A19, 48MP Camera, Finally 120Hz 🤯Time to Upgrade??",https://www.youtube.com/watch?v=5SyVSFJYBRo,Tech in Kannada,2025-09-23T07:28:12Z,208885,240,6964.0,UgwKZcrA1tGs-iQlvyN4AaABAg,@joy.kannadiga,Nan phone tagond mele review nodta iddini😅😂,nan phone tagond mele review nodta iddini😅😂,0,english,False,False,,False,2026-05-22T19:16:01Z,43
Nintendo Switch,-NNCca97v98,My Nintendo Switch 2 Review (Doesn't Matter?),https://www.youtube.com/watch?v=-NNCca97v98,Marques Brownlee,2025-07-03T19:44:30Z,3540788,4665,77430.0,UgzxXafU9tCiIl9PVnl4AaABAg,@mymedia2251,"Marques, the worst thing stitch 2 has done is the extra cost for switch 2 versions. It’s 75 dollars for say, legends ZA which is a game available on switch 1, the same game! But no, for switch 2 version you have to pay 75 dollars, tax included. That’s just not ok.","marques, the worst thing stitch 2 has done is the extra cost for switch 2 versions. it’s 75 dollars for say, legends za which is a game available on switch 1, the same game! but no, for switch 2 version you have to pay 75 dollars, tax included. that’s just not ok.",0,english,False,False,,False,2026-03-11T01:43:39Z,264
Iphone 17,zeXnjyVHnXw,iPhone 17: A Practical Review After 100 Days!,https://www.youtube.com/watch?v=zeXnjyVHnXw,Beebom,2025-12-31T11:42:51Z,342246,322,7461.0,Ugw33LWnrafuI1QWqQ14AaABAg,@Detectiveminds7,Thank you for your honest review really helpful❤❤,thank you for your honest review really helpful❤❤,0,english,False,False,,False,2026-04-11T08:25:11Z,49
Steam Deck,VYCFv25Z00A,The Steam Deck Sold Out AGAIN...,https://www.youtube.com/watch?v=VYCFv25Z00A,The WAN Show,2026-06-03T15:00:16Z,51294,468,1570.0,UgyNhiOEpDbONWa-BMl4AaABAg,@z-3to204,"Linus getting nervous over Luke quoting Forbes, knowingly damn well he’s a lot further from the average viewer than he’d like us to believe. How many of his viewers can afford a jet?","linus getting nervous over luke quoting forbes, knowingly damn well he’s a lot further from the average viewer than he’d like us to believe. how many of his viewers can afford a jet?",0,english,False,False,,False,2026-06-03T21:51:09Z,182
Nintendo Switch,y7KhI33j2E4,"Nintendo DIRECT : ça se CONFIRME ! 😱 SWITCH 2, les news tant attendues !! 🔥",https://www.youtube.com/watch?v=y7KhI33j2E4,Edouard_EMB,2026-06-04T04:30:05Z,6963,33,649.0,UgxExM05OYo9eMB0QBt4AaABAg,@NeidinSama,"pour moi un Treehouse focus sur un jeu ce sera StarFox, c'est le prochain gros jeu à sortir","pour moi un treehouse focus sur un jeu ce sera starfox, c'est le prochain gros jeu à sortir",0,english,False,False,,False,2026-06-04T08:36:46Z,91
Steam Deck,NdvMEz6RXTI,The Steam Deck Has a BIG Problem,https://www.youtube.com/watch?v=NdvMEz6RXTI,Austin Evans,2026-03-15T15:01:35Z,201030,1105,6074.0,UgwSBWHuu0UazcHswth4AaABAg,@MrBronkz,"I think they've tweaked elden ring a bit because I'm playing it on maximum settings at 720p at 30fps with dips down to 25 but honestly it's fine for me I've always been a low spec gamer so the frame drops don't bother me, I've also been playing a lot of black ops 3 and that runs great at 800p 60fps, high textures and shadows with everything else turned off, handles loads of zombies and ice staff storm really well","i think they've tweaked elden ring a bit because i'm playing it on maximum settings at 720p at 30fps with dips down to 25 but honestly it's fine for me i've always been a low spec gamer so the frame drops don't bother me, i've also been playing a lot of black ops 3 and that runs great at 800p 60fps, high textures and shadows with everything else turned off, handles loads of zombies and ice staff storm really well",0,english,False,False,,False,2026-04-10T09:31:12Z,416
Nintendo Switch,kQmmov-keTU,PS5 vs Nintendo Switch!,https://www.youtube.com/watch?v=kQmmov-keTU,Life of Shubh,2025-09-20T12:35:12Z,3009672,618,50320.0,Ugxlsbo9QX2Z4pxnv394AaABAg,@sameerbaraik1502,Dairy milk se jyada tofi bikti he to kya tofi jyada tasty 😋😋 ho jayegi 🤣🤣🤣🤣,dairy milk se jyada tofi bikti he to kya tofi jyada tasty 😋😋 ho jayegi 🤣🤣🤣🤣,0,hinglish,False,False,,False,2026-04-04T20:56:38Z,75
Nintendo Switch,AGqtGUVO3o4,Nintendo switch 2 #nintendo,https://www.youtube.com/watch?v=AGqtGUVO3o4,R&Kgaming,2025-04-15T05:08:50Z,953559,129,4669.0,Ugw3dTzcoPvbiCuhl1V4AaABAg,@JBL_2024official,Switch 2 is already out,switch 2 is already out,1,english,False,False,,False,2025-06-19T20:04:49Z,23
Nintendo Switch,IDct11-EY4o,$10 vs $500 Nintendo Switch!,https://www.youtube.com/watch?v=IDct11-EY4o,EmSwizzle,2024-10-27T19:00:10Z,15379882,1155,237228.0,UgzmB1L7A-HpFSomGP14AaABAg,@AllDayPlayz,Ummm guys... My Nintendo Is 20K,ummm guys. my nintendo is 20k,0,english,False,False,,False,2026-04-27T01:23:37Z,29
Iphone 17,KoOWbSeL-Z8,😎 இதான் 2025 'ல் சிறந்த iPhone..🔥 iPhone 17 Review ⭐️Tech Superstar⭐️,https://www.youtube.com/watch?v=KoOWbSeL-Z8,Tech SuperStar,2025-10-19T04:30:18Z,438363,390,13293.0,UgxB9m6ii0O37awbTit4AaABAg,@A.janani-w8z,samsung or iphone best??,samsung or iphone best?,0,english,False,False,,False,2026-02-23T15:56:00Z,23
Nintendo Switch,IDct11-EY4o,$10 vs $500 Nintendo Switch!,https://www.youtube.com/watch?v=IDct11-EY4o,EmSwizzle,2024-10-27T19:00:10Z,15379882,1155,237228.0,Ugy1biwtdf_cazQnFmh4AaABAg,@braylenhammond12,The $450 switch = switch 2,the $450 switch = switch 2,0,english,False,False,,False,2026-02-24T13:46:09Z,26
Iphone 17,FLHT5UgvVic,iPhone 17 Is The iPhone To Get - Even After 8 Months...,https://www.youtube.com/watch?v=FLHT5UgvVic,MTG Productions,2026-06-03T12:15:16Z,2729,32,85.0,Ugyr0IoIIdopBVhVjdl4AaABAg,@MaxDelorean9,Agree! I really enjoy mine and I don’t think I would go pro ever again.,agree! i really enjoy mine and i don’t think i would go pro ever again.,1,english,False,False,,False,2026-06-03T15:23:44Z,71
Nintendo Switch,haGDkJsDUMk,Nintendo Switch 2 Review - Best Worst Console Ever.,https://www.youtube.com/watch?v=haGDkJsDUMk,Mrwhosetheboss,2025-06-14T11:19:00Z,2806268,6111,69347.0,UgzRiDZbzMNCLR_X_ux4AaABAg,@RealFredrick_8716,"4:16 That shattered me. Does he not realize that we went from playing in races with one land, to playing in worlds","4:16 that shattered me. does he not realize that we went from playing in races with one land, to playing in worlds",0,english,False,False,,False,2026-04-27T20:59:48Z,114
Iphone 17,slOtZZmLX0I,iPhone 17 | My Review | Best iPhone Evaaa !!! | Sale King !! | Malayalam,https://www.youtube.com/watch?v=slOtZZmLX0I,CallMeShazzam TECH,2025-11-07T08:57:56Z,627809,872,18788.0,UgznM1DRLcz0YGniu2t4AaABAg,@salmanc8806,Mi 17   iPhone 17 ഏതാണ് നല്ലത്,mi 17 iphone 17 ഏതാണ് നല്ലത്,0,mixed_malayalam_english,False,False,,False,2026-04-13T13:51:55Z,28
Nintendo Switch,NxRdYFYyeOo,💞 Nintendo switch unboxing ✨🎀,https://www.youtube.com/watch?v=NxRdYFYyeOo,ROSE F W ,2024-12-31T02:24:35Z,22019105,899,211333.0,Ugz566U7YZMM1sx8YF94AaABAg,@HiddenPlayerYtYt,I have the same nintendo,i have the same nintendo,0,english,False,False,,False,2026-04-26T09:38:11Z,24
Nintendo Switch,GUY54qZSboY,Here’s why I will never buy Switch 2 🙅‍♂️,https://www.youtube.com/watch?v=GUY54qZSboY,SwitchIt,2025-07-27T20:50:31Z,3523140,2964,29124.0,UgyerH53gkpHC3Bl1gV4AaABAg,@koenvandiepen7651,Yes i love it when you tube advertises crimes!!,yes i love it when you tube advertises crimes!,0,english,False,False,,False,2026-05-14T23:46:56Z,46
Steam Deck,2EyGYUyi5mI,The Steam Deck Has a Problem... (in 2026),https://www.youtube.com/watch?v=2EyGYUyi5mI,Garrett Crespo,2026-04-13T15:00:05Z,27422,216,522.0,UgyA1MTxTjoUaSSgeA94AaABAg,@captndingpot3981,"My issue with the Steam Deck isn't even the system itself. It's getting it for an affordable price, ever since the ram and storage crisis, people now think their Steam Decks including the 64GB models are gold, they are but not that much. I feel like the window of escaping Windows 11 via some pre built system is shrinking. You're going to have to build that from scratch with jacked up in price parts if you don't feel safe switching OSs on an existing system. I hate to say it but I think Microsoft might have killed off the gaming industry if this keeps up. No one wants to overpay for parts and worse Microslop.","my issue with the steam deck isn't even the system itself. it's getting it for an affordable price, ever since the ram and storage crisis, people now think their steam decks including the 64gb models are gold, they are but not that much. i feel like the window of escaping windows 11 via some pre built system is shrinking. you're going to have to build that from scratch with jacked up in price parts if you don't feel safe switching oss on an existing system. i hate to say it but i think microsoft might have killed off the gaming industry if this keeps up. no one wants to overpay for parts and worse microslop.",0,english,False,False,,False,2026-04-20T19:46:22Z,615
Nintendo Switch,Kj-AZA4khVo,Nintendo Switch 2: A Pricey Disappointment?,https://www.youtube.com/watch?v=Kj-AZA4khVo,Venom's Tech,2025-07-03T14:00:00Z,595991,1258,24002.0,UgyjUEeEArasl2zzBv54AaABAg,@Rankedbg,Thanks to activision for making call of duty for android never regret not buying consoles 😢,thanks to activision for making call of duty for android never regret not buying consoles 😢,0,english,False,False,,False,2025-11-06T13:27:12Z,91
Nintendo Switch,qDkkPYSwy04,Nintendo Switch VS PS Portal (Which is Best Gaming Handheld COnsole?),https://www.youtube.com/watch?v=qDkkPYSwy04,Onespot Tech,2025-01-08T11:50:08Z,1095375,394,8715.0,UgzoU0gDqB2JUO6VWcN4AaABAg,@RanjanaGaikwad-z8d7u,Nintendo switch 2,nintendo switch 2,0,english,False,False,,False,2025-08-18T05:25:25Z,17
Iphone 17,JxX9_mzOhsE,Why the base iPhone 17 is the best phone I've ever owned,https://www.youtube.com/watch?v=JxX9_mzOhsE,Carter Nolan,2025-11-08T13:30:18Z,274231,659,6730.0,Ugxt8quPd3gpkB9vAhl4AaABAg,@harajly23,I have the iPhone 17 Pro Max and I love it The iPhone 17 is too small for me the Pro Max has more screen real estate.,i have the iphone 17 pro max and i love it the iphone 17 is too small for me the pro max has more screen real estate.,0,english,False,False,,False,2026-05-20T09:28:32Z,117
Iphone 17,FLHT5UgvVic,iPhone 17 Is The iPhone To Get - Even After 8 Months...,https://www.youtube.com/watch?v=FLHT5UgvVic,MTG Productions,2026-06-03T12:15:16Z,2729,32,85.0,UgwGAxM1SYSLOFkGzCR4AaABAg,@garrysaint-vil725,I got 17e 😡 👋 🤦‍♂️,i got 17e 😡 👋 🤦‍♂️,0,english,False,False,,False,2026-06-03T14:02:58Z,18
Steam Deck,581EzlDCJyw,A Harsh Truth I Realized After Buying A Steam Deck,https://www.youtube.com/watch?v=581EzlDCJyw,Aman,2026-03-21T00:00:06Z,34098,161,1150.0,UgyWtBiaIudE8NBFx2h4AaABAg,@Harsh-gl9rc,"You already have a big pc, try using apollo and moonlight to stream games from your pc you just need a good internet connection you can play at full graphics 90fps","you already have a big pc, try using apollo and moonlight to stream games from your pc you just need a good internet connection you can play at full graphics 90fps",4,english,False,False,,False,2026-03-21T08:35:28Z,163
Nintendo Switch,EXyrGU33d90,The Nintendo Switch 2 boot screen is everything #NintendoSwitch2 #Switch2,https://www.youtube.com/watch?v=EXyrGU33d90,Shannon Grixti,2025-06-05T13:12:02Z,7750311,1134,73935.0,Ugwgjbx6qrFNgVn6R5R4AaABAg,@MarkBautista-ui7gv,Pa try naman ako nyan,pa try naman ako nyan,0,english,False,False,,False,2025-12-31T11:49:47Z,21
Iphone 17,9361Amm3dvQ,iPhone 17 - 8 Months Later Honest Review (Life After The Hype),https://www.youtube.com/watch?v=9361Amm3dvQ,Naseem Speach,2026-06-03T07:58:45Z,8261,37,398.0,UgwX6OWMLG27VwRQdRB4AaABAg,@Yashwanth.941v,Kudos to bro for putting in the chapters just for us to skip the ads,kudos to bro for putting in the chapters just for us to skip the ads,5,english,False,False,,False,2026-06-03T16:59:49Z,68
Steam Deck,QoGV9pqqYrk,Nintendo Switch 2 vs. Steam Deck!,https://www.youtube.com/watch?v=QoGV9pqqYrk,EmSwizzle,2025-08-21T19:00:22Z,9331948,2259,154254.0,UgyJJlaUCWsLbx9Rb-l4AaABAg,@RoccoFrisina-x5u,"Pov:steam deck is here 
Me:🤑🤑",pov:steam deck is here me:🤑🤑,1,english,False,False,,False,2026-06-01T18:32:24Z,28
Nintendo Switch,9flte56erE8,Nintendo Switch 2 – Overview Trailer,https://www.youtube.com/watch?v=9flte56erE8,Nintendo of America,2025-04-02T14:06:26Z,5938693,18030,145573.0,UgzpeJsJ3_b3Wx4sPv94AaABAg,@subandriodwi3099,Beli sekaranga kak,beli sekaranga kak,0,english,False,False,,False,2026-01-02T09:51:50Z,18
Nintendo Switch,Kj-AZA4khVo,Nintendo Switch 2: A Pricey Disappointment?,https://www.youtube.com/watch?v=Kj-AZA4khVo,Venom's Tech,2025-07-03T14:00:00Z,595991,1258,24002.0,Ugw8Ycsebw_mZ-e71gh4AaABAg,@Kingkhan99110,AssalamuAlaikum Bhai 💯 Agree hon apky Sath.,assalamualaikum bhai 💯 agree hon apky sath.,0,hinglish,False,False,,False,2025-10-29T16:23:36Z,43
Steam Deck,-ksz-zFhmGA,Is the Steam Deck OLED Worth It in 2026?,https://www.youtube.com/watch?v=-ksz-zFhmGA,Jon Valiagas,2026-02-21T15:00:01Z,184688,394,3335.0,UgzQOLRA77tMH_L8HDV4AaABAg,@afterhours-prod,Pubg mentioned in big 2026?,pubg mentioned in big 2026?,0,english,False,False,,False,2026-05-12T09:04:16Z,27
Steam Deck,-ksz-zFhmGA,Is the Steam Deck OLED Worth It in 2026?,https://www.youtube.com/watch?v=-ksz-zFhmGA,Jon Valiagas,2026-02-21T15:00:01Z,184688,394,3335.0,Ugz1QowWGuD5Cg78tOF4AaABAg,@carlosrayo6092,"worth or not i'm gonna get it, i have the lcd (it's not bad) but the reason why i want the oled is not because the wide screen or anything, but the battery, and yes i am dead serious here","worth or not i'm gonna get it, i have the lcd (it's not bad) but the reason why i want the oled is not because the wide screen or anything, but the battery, and yes i am dead serious here",0,english,False,False,,False,2026-05-29T09:12:03Z,187
Steam Deck,AOrjgRnU-k0,"007 FIRST LIGHT es CARNE de PORTÁTIL! Steam Deck, ROG XBOX Ally X, Legion Go S y MSI Claw 🔥",https://www.youtube.com/watch?v=AOrjgRnU-k0,Hooandee,2026-06-03T18:17:18Z,2853,37,129.0,UgzNUebEIoZooslh60p4AaABAg,@akeruzmatrix,dale compis,dale compis,0,english,False,False,,False,2026-06-03T21:12:19Z,11
Nintendo Switch,Z8LydHG7GXA,Nintendo Switch 2 Unboxing #nintendo #switch2,https://www.youtube.com/watch?v=Z8LydHG7GXA,Dominic Malta,2025-06-09T06:11:22Z,1990449,182,18471.0,UgwgqIXPB1aykdfnICZ4AaABAg,@quincyhouston2908,Yes,yes,0,english,False,False,,False,2026-04-22T14:28:42Z,3
Nintendo Switch,1uEYIGw74cc,New Nintendo switch 2 games are too expensive!! #nintendo #Nintendoswitch,https://www.youtube.com/watch?v=1uEYIGw74cc,NDSrevival,2025-04-27T05:30:48Z,1958860,457,14113.0,UgyApYkwoTlXqw5MPuJ4AaABAg,@the_GOOFYman1,Bro yull have to buy a new console 😭,bro yull have to buy a new console 😭,0,english,False,False,,False,2026-04-02T18:31:01Z,36
Iphone 17,slOtZZmLX0I,iPhone 17 | My Review | Best iPhone Evaaa !!! | Sale King !! | Malayalam,https://www.youtube.com/watch?v=slOtZZmLX0I,CallMeShazzam TECH,2025-11-07T08:57:56Z,627809,872,18788.0,UgymytxPYdI1dJ-1JkZ4AaABAg,@prafulbabu1443,Used 16 pro Max bh:96 or new 17 base ???,used 16 pro max bh:96 or new 17 base ?,0,english,False,False,,False,2026-05-12T20:22:09Z,38
Nintendo Switch,GUY54qZSboY,Here’s why I will never buy Switch 2 🙅‍♂️,https://www.youtube.com/watch?v=GUY54qZSboY,SwitchIt,2025-07-27T20:50:31Z,3523140,2964,29124.0,UgyWJb0R3eY7ZPyUTbB4AaABAg,@Moin8-z8z,I really dont think that The Switch 2 is so Bad!,i really dont think that the switch 2 is so bad!,0,english,False,False,,False,2026-05-15T19:33:28Z,48
Nintendo Switch,nfuKcjwh4gQ,Nintendo Switch 1 vs OLED vs Nintendo Switch 2 ALL SIZES,https://www.youtube.com/watch?v=nfuKcjwh4gQ,Paper Tay,2025-06-10T06:37:34Z,2214665,204,11012.0,UgxR2I4uGRMO4iKYhBd4AaABAg,@CorintioCollado,Regalamelailtedosui❤PofaBornoespamiespamiemanos😅sodeRePuilcadominicana😅😅😅😅❤,regalamelailtedosui❤pofabornoespamiespamiemanos😅soderepuilcadominicana😅😅😅😅❤,0,english,False,False,,False,2025-12-20T20:46:53Z,75
Nintendo Switch,NxRdYFYyeOo,💞 Nintendo switch unboxing ✨🎀,https://www.youtube.com/watch?v=NxRdYFYyeOo,ROSE F W ,2024-12-31T02:24:35Z,22019105,899,211333.0,Ugzz7dj0mTOni-VO0wd4AaABAg,@alhenajohnson5567,I feal like with the nintendo switch 2 the animation dosent work because the joycons are magnetic 😂,i feal like with the nintendo switch 2 the animation dosent work because the joycons are magnetic 😂,0,english,False,False,,False,2026-01-27T22:25:28Z,99
Nintendo Switch,Kj-AZA4khVo,Nintendo Switch 2: A Pricey Disappointment?,https://www.youtube.com/watch?v=Kj-AZA4khVo,Venom's Tech,2025-07-03T14:00:00Z,595991,1258,24002.0,UgwpzJIB4MzQaJz46rh4AaABAg,@shankg8483,pokemon or mario khelni he 60k me to lo baki rehndo,pokemon or mario khelni he 60k me to lo baki rehndo,0,english,False,False,,False,2026-01-04T09:00:32Z,51
Steam Deck,wyIg9kD2lIA,The Steam Deck OLED Is Finally Too Expensive,https://www.youtube.com/watch?v=wyIg9kD2lIA,Tech Fowler,2026-06-03T00:36:07Z,7902,66,171.0,Ugxb9g3pRhSyFLkW1Wl4AaABAg,@phillipsjuan3871,Paid to make this hit piece,paid to make this hit piece,1,english,False,False,,False,2026-06-03T03:19:57Z,27
Nintendo Switch,srhVO3QmKEw,Switch or Switch 2?,https://www.youtube.com/watch?v=srhVO3QmKEw,More1980sGamer,2025-06-08T18:51:45Z,6222393,2634,69005.0,UgzuWAUfhAlU0JsCCI94AaABAg,@baimbhs,H bb C di dst b hp,h bb c di dst b hp,0,english,False,False,,False,2026-05-16T01:44:53Z,18
